Video Path,True Label,Predicted Label,Confidence
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/04wGOVTHOSTEL_-_Cam_Input_01_-_11-10-19_045345_XVID_9_A_flip.mp4",Accident,Normal,0.5338
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/04wGOVTHOSTEL_-_Cam_Input_01_-_11-10-19_045345_XVID_9_A_shift_left.mp4",Accident,Normal,0.6005
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_14_A.mp4",Accident,Normal,0.6719
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_14_A_bright.mp4",Accident,Normal,0.5274
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_14_A_flip.mp4",Accident,Normal,0.5802
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_14_A_shift_left.mp4",Accident,Normal,0.6606
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_15_A.mp4",Accident,Normal,0.6228
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_15_A_flip.mp4",Accident,Normal,0.5976
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_15_A_shift_left.mp4",Accident,Normal,0.6789
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_16_A.mp4",Accident,Normal,0.5948
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_16_A_flip.mp4",Accident,Normal,0.5637
"/home/23ucs623/accident/NiAD_Large_Videos/Testing/Accident/23OTS-2_-_Cam_Input_01_-_08-01-21_223800_XVID_16_A_shift_left.mp4",Accident,Normal,0.6878
